detected	from
creo que perdí los auriculares me esta por venir algo	creí que perdí los auriculares me esta por venir algo
Aquí te dejo mi respuesta. Bueno la de #VOXSaleAGanar #28A	Aquí te dejo mi respuesta. Bueno la de #VOXSaleAGanar #28A #VoxExtremaNecesidad
Gracias!!!!!	Gracias 😊
Te quiero!	Albert Rivera, te quiero
él tampoco 😂😂😂	Él tampoco puede 😜
Aquí te dejo mi respuesta. Bueno la de #VOXSaleAGanar #28A #VoxExtremaNecesidad	Aquí te dejo mi respuesta. Bueno la de #VOXSaleAGanar #28A #VoxExtremaNecesidad
Y así siempre eh?	Ya eh
Buenas noches Bea, feliz martes. Un beso. 😁	, Buenas noches Javier, feliz martes. 😁
me sé una muy graciosa😙 #jr	me sé una muy graciosa 😙 #jr
Maravilloso JAJAJAJA	Un hilo maravilloso 🐾
“Vinorum Lingua” de #luisgaya #luisjaviergaya El artista introduce al #ferrocarril en su universo arquitectónico. Hasta el 5/5/19 en La Casa De Vacas - El Retiro	“Vinorum Lingua” de #luisgaya #luisjaviergaya El artista introduce al #ferrocarril en su universo arquitectónico. Hasta el 5/5/19 en La Casa De Vacas - El Retiro
#elbebateenrtve es ahora una tendencia en Spain	#eldebatenrtve es ahora una tendencia en #Madrid
De cara, jajajaja jajajaja	Jajajaja “Mistetas” Jajajaja ahora lo pillo... #ELDEBATEenRTV
#eldebatenrtve es ahora una tendencia en Spain	#eldebatenrtve es ahora una tendencia en #Madrid
#eldebatedertve es ahora una tendencia en Spain	#eldebatenrtve es ahora una tendencia en #Madrid
#amarkanwar con su denuncia social en el #museothyssen hasta el 19/5/19 en Museo Thyssen-Bornemisza	El #museothyssen presenta dos trabajos de denuncia social de #amarkanwar hasta el 19/5/19 en Museo Thyssen-Bornemisza
eres mi persona favorita🥰	Mi persona
