detected	from
Gracias!	Gracias #TodoAlVerde 👍⛳️🐅💪
No me mientas	La tuya será esta, no mientas
"🎥 a Pedro Sánchez: ""Viene a darnos lecciones de política social el que baja el sueldo a los funcionarios, el que recorta las pensiones y el que sume a España en una crisis con 3 millones y medio de parados"". #ELDEBATEenRTVE #PabloCasadoGana 🇪🇸"	"🎥 a Pedro Sánchez: ""Viene a darnos lecciones de política social el que baja el sueldo a los funcionarios, el que recorta las pensiones y el que sume a España en una crisis con 3 millones y medio de parados"". #ELDEBATEenRTVE #PabloCasadoGana 🇪🇸"
🆘ESTO, ESTO, ESTO 🆘	Pone esto, no? 🤔
El debate lo gana Pablo por ser el más listo. No habla y por tanto no dice tonterías	El debate lo gana Pablopor ser el más listo. No habla y por tanto no dice tonterías
deja de defecar que me aburro	Me aburro #ELDEBATEenRTVE
"¡Eso es! ""Me da vergüenza ajena ver a los independentistas chantajeando a Pedro Sánchez desde una cárcel"". #PabloCasadoGana 🇪🇸"	"🎥 ""Me da vergüenza ajena ver a los independentistas chantajeando a Pedro Sánchez desde una cárcel"". #PabloCasadoGana 🇪🇸"
Venga, un chupito cada vez que Pedro Sanchez diga YO	UN CHUPITO POR CADA VEZ Q PLABLO IGLESIAS DIGA “ CONSTITUCIÓN “ Y PEDRO SÁNCHEZ DIGA “ EN ESTOS 10 MESES” #DebateRTVE #ELDEBATEenRTVE
#ELDEBATEenRTVE #ValorSeguro🇪🇸 en Móstoles, Madrid, Spain	#ELDEBATEenRTVE #ValorSeguro🇪🇸 en Móstoles, Madrid, Spain
Pedro no ataques a los que no están anda. #ELDEBATEenRTVE	Pedro no ataques a los que no están anda.
Me encanta!!!! 😍😍😍	Me encanta Pablo Iglesias #ELDEBATEenRTVE
#ELDEBATEenRTVE #ValorSeguro🇪🇸 en Móstoles, Madrid, Spain	#ELDEBATEenRTVE #ValorSeguro🇪🇸 en Móstoles, Madrid, Spain
Por favor Rivera, deja de decir Torra, por favor. Stahp.	POR FAVOR
con esa foto de perfil parece que ha vuelto al 2011 segundoaviso	ha vuelto al 2011 con esa foto de perfil
'Sanchez' acaba de convertirse en TT ocupando la 8ª posición en España. Más en #trndnl	'Pedro Sanchez' acaba de convertirse en TT ocupando la 9ª posición en España. Más en
'Malú' acaba de convertirse en TT ocupando la 10ª posición en España. Más en #trndnl	'Pedro Sanchez' acaba de convertirse en TT ocupando la 9ª posición en España. Más en
Iglesias echa mano de la Constitución que llamó “papelito” porque privilegiaba a los franquistas Interesante lo que decía Pablo Iglesias de la Constitución y lo que ha dicho en el debate. Este tipo utiliza los mismos argumentos de Maduro y CIA	Iglesias echa mano de la Constitución que llamó “papelito” porque privilegiaba a los franquistas Chavista de m.
"❌ Las mentiras de Casado: el líder del PP se inventa que Junqueras dijo que apoyaría a Sánchez ""a cambio de indultos"" #ELDEBATEenRTVE #28A"	"❌ Las mentiras de Casado: el líder del PP se inventa que Junqueras dijo que apoyaría a Sánchez ""a cambio de indultos"" #ELDEBATEenRTVE #28A"
¿Cómo se supera que has estado con la persona que más quieres durante más de una semana las 24h y ahora toca separarse..? Porque yo no puedo.	¿Cómo se supera que has estado con la persona que más quieres durante más de una semana durante las 24h y ahora toca separarse...? Porque yo no puedo.
Soy la única soltera de mi grupo de amigas, no sé cómo sentirme.	Soy soltera de mi grupo de amigas, no sé cómo sentirme.
Torra. De arriba a abajo. #ELDEBATEenRTVE	la coca abajo y arriba España
#ELDEBATEenRTVE Pablo Iglesias sigue en el debate?	Pablo casado en el debate #ELDEBATEenRTVE
sé fuerte	Sé fuerte Pablo, sé fuerte.... #ELDEBATEenRTVE
❌ Detector de mentiras Es falso que el Gobierno del PP redujera un 4,5% la brecha salarial, como ha dicho Casado #ELDEBATEenRTVE #28A	❌ Detector de mentiras Es falso que el Gobierno del PP redujera un 4,5% la brecha salarial, como ha dicho Casado #ELDEBATEenRTVE #28A
URGENTE: Fuentes oficiales de me confirman que el marco NO es el Fiskbo de REPITO: NO ES EL FISKBO DE 1€. #ELDEBATEenRTVE	URGENTE: Fuentes oficiales de me confirman que el marco NO es el Fiskbo de REPITO: NO ES EL FISKBO DE 1€. #ELDEBATEnRTVE
La batalla en Poniente se ha desatado y mi lealtad es por la casa #Stark 🐺, me uno a su ejército en la #BatallaQLED por un tv Samsung QLED junto a #HBOEspaña ¿Y tú, en qué ejército te alistas?	La batalla en Poniente se ha desatado y mi apoyo es para los #WhiteWalkers, me uno a su ejército blanco en la #BatallaQLED por un tv Samsung QLED junto a #HBOEspaña ¿Y tú, en qué ejército te alistas?
#HazQuePase #28A vota al #PSOE	Vota Vota Vota... #28A #TúDecides #ELDEBATEdeRTVE Opinión x |
¿Dónde está Abascal, hija? #ELDEBATEenRTVE	Abascal
Fotaca. Enhorabuena, compi	Enhorabuena!
Minoría minoritaria.	"""Esa minoría minoritaria"" #ELDEBATEenRTVE"
Albert Rivera parece un niño, botando papelitos, llevando fotos, peleando... #ELDEBATEenRTVE	Albert Rivera parece un niño, bogando papelitos, llevando fotos, peleando... #ELDEBATEenRTVE
Pablo Casado, presidente del partido condenado por corrupción, dice que el PSOE es el más corrupto #ELDEBATEenRTVE	DICE CASADO QUE EL PSOE ES EL ÚNICO PARTIDO CONDENADO POR CORRUPCIÓN, QUÉ GRACIOSO
Cada vez que Rivera diga España chupito	Chupito cada vez que Albert Rivera diga Essspaña! #ELDEBATEenRTVE
#ELDEBATEenRTVE #ValorSeguro🇪🇸 en Móstoles, Madrid, Spain	#ELDEBATEenRTVE #ValorSeguro🇪🇸 en Móstoles, Madrid, Spain
De verdad que la actitud de Rivera atacando, insultando y faltando al respeto sin el más mínimo respeto y sin inteligencia al hablar, me provoca muchas emociones feas. #ELBEBATEenRTVE	De verdad que la actitud de Riviera atacando, insultando y faltando al respeto sin el más mínimo respeto y sin inteligencia al hablar, me provoca muchas emociones feas. #ELBEBATEenRTVE
"Chupito cada vez que digan ""ESPAÑA"" con orgullo #ElDebateEnRTVE"	Chupito cada vez que Casado y Rivera digan 'romper España'
Las amigas de Malú viendo #ELDEBATEenRTVE	Malú viendo #ELDEBATEenRTVE
Bueno, al menos Rivera acaba de ser sincero por primera vez: Ciudadanos no va a hablar de NADA mientras puedan seguir hablando de Torra. ¡Torra! ¡Torra! ¡Torra! ¡Torra! ¡Torra! ¡Torra! ¡Torra! ¡Torra! ¡Torra! ¡Torra! ¡Torra! ¡Torra! ¡Torra! ¡Torra! ¡Torra! #ELDEBATEenRTVE	-Oye, pero que la ultraderecha... -TORRA TORRA TORRA TORRA TORRA
Los padres de Malú viendo #ELDEBATEenRTVE	Malú viendo #ELDEBATEenRTVE
Me parto jajajajajs	Que me parto 😂😂😂😂
que angustia me dan por favor	POR FAVOR
Jajajajaja	Jajajajaja jajajajajaja 😂😂😂😂😂😂
'Torra' acaba de convertirse en TT ocupando la 9ª posición en España. Más en #trndnl	'Pedro Sanchez' acaba de convertirse en TT ocupando la 9ª posición en España. Más en
es como ese vecino tonto que habla mal de otro cuando no está, por #ELDEBATEenRTVE	Pedro Sánchez es como ese vecino tonto que habla mal de alguien cuando no está -por
Mierda otro chupitoooo!	"Mierda. """
Minuto de oro: casado tiene que mirar el papel porque no se lo sabe 🤷🏽‍♂️🤷🏽‍♂️🤷🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️ #ElDebateEnRTVE	Minuto de oro... #ELDEBATEenRTVE
Muy bien Rivera en el bloque de los pactos. #ELDEBATEenRTVE	De pactos 🤣🤣🤣 #ELDEBATEenRTVE
LOS INDEPENDENTISTAS Y LOS BATASUNOS	"#ELDEBATEenRTVE ""los batasunos"". Chupito aquí!! 😂😂😂😂"
Madre mía Rivera, impresionante. 😂😂😂	Madre!!!!
QUÉ HACES JAJAJAJAJAJAJAJAJAJ	Que haces
Y estará contenta de cómo lo está haciendo su chico Albert Rivera? #ElDebateEnRTVE	Y estará contenta de cómo lo está haciendo su chico? #ElDebateEnRTVE
.............¿Lo escuchan? Es el silencio. Albert Rivera 2019.	.... ¿Lo escuchan? Es el silencio JAJAJAJAJAJAJAJAJAJAJA #ELDEBATEenRTVE
Vamos ciudadanos, vamos España jajaja	¡Vamos, Ciudadanos!
Vamos, vamos, vamos	¡Vamos, Ciudadanos!
RIVERA NO, QUÉ HACES	Que haces
Gracias guapo!! 😘😘	Gracias, guapo! ❤
Rivera,cari. La vergüenza ajena por favor.	Vergüenza ajena ahora Rivera. Calle por favor, silencio #ELDEBATEenRTVE
lo escuchan??? es el SILENCIO	.... ¿Lo escuchan? Es el silencio JAJAJAJAJAJAJAJAJAJAJA #ELDEBATEenRTVE
Escuchasteis el SILENCIO??? JAJAJAJA #ELDebateEnRTVE	Jajajaja
Chicos, si eres joven, gay, Lesbia, transexual o simplemente tienes dos dedos de frente NO VOTES A LA DERECHA. Que igual la izquierda no te convence del todo pero es mejor QUE LA ULTRA DERECHA, COJONES #ELDEABATEenRTVE	Chicos, si eres joven, gay, Lesbia, transexual o simplemente tienes dos dedos de frente NO VOTES A LA DERECHA. Que igual la izquierda no te convence del todo pero es mejor QUE LA ULTRA DERECHA, COJONES #ElDEBATEconRTVE
Visto lo visto mi voto para el Cholo.	Visto lo visto, cada día tengo más claro mi voto a #TodoAlVerde
Rivera: 👎 Casado: 👊	Y Rivera.
Chicos, si eres joven, mujer, gay, lesbiana, transexual o simplemente tienes dos dedos de frente NO VOTES A LA DERECHA. Que igual la izquierda no te convence del todo pero es mejor QUE LA ULTRA DERECHA, COJONES #ELDEABATEenRTVE	Chicos, si eres joven, gay, Lesbia, transexual o simplemente tienes dos dedos de frente NO VOTES A LA DERECHA. Que igual la izquierda no te convence del todo pero es mejor QUE LA ULTRA DERECHA, COJONES #ElDEBATEconRTVE
"🎥 ""Me da vergüenza ajena ver a los independentistas chantajeando a Pedro Sánchez desde una cárcel"". #PabloCasadoGana 🇪🇸"	"🎥 ""Me da vergüenza ajena ver a los independentistas chantajeando a Pedro Sánchez desde una cárcel"". #PabloCasadoGana 🇪🇸"
Sería un marco infinito. Un marco incomparable, pues.	🤣🤣🤣🤣🤣 con marco
Oa oa oa, Casado a la Moncloa #PabloCasadoGana	Oa oa oa, Casado a la Moncloa #PabloCasadoGana
Malú viendo #ElDEBATEenRTVE	Malú viendo #ELDEBATEenRTVE
#ELDEBATEenRTVE Vota Unidas Podemos	#ELDEBATEenRTVE Vota Unidas Podemos
Es que que ridiculo es!!!	Es que!!!!!
#eldebatedertve es ahora una tendencia en #Madrid	#elbebateenrtve es ahora una tendencia en #Madrid
“¿Lo escuchan? Es el silencio”. #ELDEBATEenRTVE	.... ¿Lo escuchan? Es el silencio JAJAJAJAJAJAJAJAJAJAJA #ELDEBATEenRTVE
#ELDEBATEenRTVE Vota Unidas Podemos #LaHistoriaLaEscribesTú #YoVotoUnidasPodemos #sisepuede Salimos a ganar.	#ELDEBATEenRTVE El único voto útil es el de Unidas Podemos #LaHistoriaLaEscribesTú #YoVotoUnidasPodemos Salimos a ganar.
Albert Rivera; El Silencio. #ELDEBATEenRTVE #28A	Albert Rivera en el #ELDEBATEenRTVE
Necesito que alguien me explique el minuto final de	Necesito que alguien me explique el minito final de
Malú.	Malú viendo #ELDEBATEenRTVE
“¿Están ahí, mis vidas, están ahí?”…	Me escuchan? Están ahí? Oyen el silencio .... 😂🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️
#DebateRTVE acaba de convertirse en TT ocupando la 5ª posición en España. Más en #trndnl	'Pedro Sanchez' acaba de convertirse en TT ocupando la 9ª posición en España. Más en
Me escuchan Me oyen Me sieeenteeen...	¿Me oyen? ¿Me escuchan? By Albert Rivera #ELDEBATEenRTVE
#ELDEBATEenRTVE #ValorSeguro🇪🇸 en Móstoles, Madrid, Spain	#ELDEBATEenRTVE #ValorSeguro🇪🇸 en Móstoles, Madrid, Spain
Quién crees que ha salido mejor de #ELDEBATEenRTVE?	¿Quién crees que gana #ELDEBATEenRTVE?
Albert Rivera ¿¿solo sabe hablar de Cataluña??	Rivera sólo sabe hablar de Cataluña
Muriendo de vergüenza ajena con el último minuto de Rivera	El último minuto de Iglesias y Sánchez me ha dado vergüenza ajena, menuda pareja...
Gracias Capitán ! Y vamo’ arriba nosotros !!! Abzo. Patablanca.	Gracias Hebrany ... y vamo’ arriba nosotros ! Abzo. Patablanca.
Buenas noches 💤🌙	Buenas noches, Guaci! 😘😘
🔴Encuesta | ¿Quién ha ganado el debate? vía	¿Quién ha ganado?
El mejor: El peor: #ELDEBATEenRTVE	El mejor con diferencia en el debate ha sido Albert Rivera. El peor Pedro Sánchez, hasta en los gestos ha sido el peor. #ELDEBATEenRTVE
#ELDEBATEenRTVE #ValorSeguro🇪🇸 en Móstoles, Madrid, Spain	#ELDEBATEenRTVE #ValorSeguro🇪🇸 en Móstoles, Madrid, Spain
